Date,Open,High,Low,Close,Adj Close,Volume
2019-11-06,206.899994,208.899994,204.619003,205.500000,202.208008,6174908
2019-11-07,206.300003,209.500000,204.800003,205.600006,202.306412,11132127
2019-11-08,203.500000,206.770004,200.300003,201.000000,197.780106,12628143
2019-11-11,200.000000,205.000000,198.500000,204.000000,200.732040,7948580
2019-11-12,204.399994,209.000000,203.500000,208.000000,204.667969,9052285
2019-11-13,206.699997,207.225998,203.199997,206.000000,202.699997,7582977
2019-11-14,200.600006,205.300003,199.500000,201.300003,201.300003,8303772
2019-11-15,202.899994,206.800003,200.399994,204.800003,204.800003,7205574
2019-11-18,202.899994,209.600006,202.899994,209.600006,209.600006,8194708
2019-11-19,208.399994,214.199997,208.399994,212.300003,212.300003,13223160
2019-11-20,211.399994,212.800003,209.699997,211.899994,211.899994,11194222
2019-11-21,210.600006,211.899994,209.000000,211.699997,211.699997,12457367
2019-11-22,212.000000,214.800003,211.199997,214.399994,214.399994,12013652
2019-11-25,214.000000,217.300003,214.000000,216.800003,216.800003,7241481
2019-11-26,216.399994,219.399994,215.500000,218.000000,218.000000,10210508
2019-11-27,219.399994,222.000000,217.800003,220.500000,220.500000,13315060
2019-11-28,220.000000,221.100006,219.199997,220.899994,220.899994,7677591
2019-11-29,218.000000,220.500000,214.300003,214.300003,214.300003,6682166
2019-12-02,214.100006,215.699997,212.373001,213.100006,213.100006,6658497
2019-12-03,213.600006,214.600006,209.800003,212.000000,212.000000,7343282
2019-12-04,210.800003,213.500000,209.378006,213.399994,213.399994,9254233
2019-12-05,214.800003,217.800003,213.000000,216.000000,216.000000,8423475
2019-12-06,215.500000,220.500000,215.500000,220.000000,220.000000,7994669
2019-12-09,220.899994,225.500000,219.705002,223.500000,223.500000,11791695
2019-12-10,223.399994,223.399994,219.199997,220.399994,220.399994,8084869
2019-12-11,219.300003,220.500000,216.600006,217.399994,217.399994,6447637
2019-12-12,217.500000,219.500000,215.500000,217.500000,217.500000,12640223
2019-12-13,226.000000,227.199997,222.300003,223.199997,223.199997,16161481
2019-12-16,224.600006,230.300003,224.190002,229.500000,229.500000,10604465
2019-12-17,229.000000,230.100006,223.500000,230.000000,230.000000,18087256
2019-12-18,229.600006,233.300003,227.699997,232.100006,232.100006,9369474
2019-12-19,233.899994,235.600006,232.399994,233.500000,233.500000,12791070
2019-12-20,234.800003,234.809998,231.649002,232.699997,232.699997,7764314
2019-12-23,232.199997,235.154007,231.300003,234.399994,234.399994,5025719
2019-12-24,235.100006,235.660004,232.190002,234.199997,234.199997,1052614
2019-12-27,236.000000,236.699997,234.289993,235.800003,235.800003,2355713
2019-12-30,234.100006,236.600006,233.600006,234.399994,234.399994,6469414
2019-12-31,234.199997,235.809998,229.899994,229.899994,229.899994,1994680
2020-01-02,230.000000,234.600006,229.690002,232.100006,232.100006,4396006
2020-01-03,230.199997,230.738998,227.899994,229.199997,229.199997,5799029
2020-01-06,227.399994,227.399994,224.389999,226.600006,226.600006,6217265
2020-01-07,229.000000,234.100006,228.399994,231.000000,231.000000,15490985
2020-01-08,226.399994,233.100006,225.802002,227.199997,227.199997,8611378
2020-01-09,225.899994,227.710007,222.710007,224.300003,224.300003,17745349
2020-01-10,224.500000,225.710007,218.899994,220.000000,220.000000,10273024
2020-01-13,221.100006,225.710007,219.000000,220.500000,220.500000,4516731
2020-01-14,219.000000,222.300003,219.000000,220.500000,220.500000,5390304
2020-01-15,221.199997,221.199997,215.000000,215.000000,215.000000,26765117
2020-01-16,214.800003,219.000000,214.600006,215.600006,215.600006,6973966
2020-01-17,216.199997,219.800003,215.800003,216.399994,216.399994,7956577
2020-01-20,217.000000,217.399994,214.789993,216.000000,216.000000,2728794
2020-01-21,216.699997,216.699997,212.399994,212.399994,212.399994,3995174
2020-01-22,210.100006,213.899994,206.054993,208.000000,208.000000,9835772
2020-01-23,208.300003,210.559998,206.100006,206.800003,206.800003,6940601
2020-01-24,208.100006,211.699997,207.300003,209.699997,209.699997,6381644
2020-01-27,207.699997,207.699997,203.300003,204.000000,204.000000,5464792
2020-01-28,205.000000,206.600006,203.399994,205.500000,205.500000,5086724
2020-01-29,204.199997,206.800003,201.145004,202.399994,202.399994,7126510
2020-01-30,200.100006,204.800003,200.100006,203.300003,203.300003,6921561
2020-01-31,204.199997,206.899994,202.399994,202.399994,202.399994,7763316
2020-02-03,203.000000,204.199997,201.000000,201.000000,201.000000,7987724
2020-02-04,201.800003,204.000000,201.800003,202.199997,202.199997,11115542
2020-02-05,201.199997,204.300003,201.199997,203.500000,203.500000,6802999
2020-02-06,205.199997,206.800003,203.100006,203.100006,203.100006,5814748
2020-02-07,203.600006,203.600006,201.522995,202.000000,202.000000,4896614
2020-02-10,201.800003,202.699997,200.399994,201.000000,201.000000,8102068
2020-02-11,200.899994,203.899994,200.199997,202.300003,202.300003,7393013
2020-02-12,202.699997,206.100006,201.522995,206.000000,206.000000,6515388
2020-02-13,205.199997,206.057007,204.199997,204.899994,204.899994,6162907
2020-02-14,205.899994,208.199997,205.100006,206.000000,206.000000,8920211
2020-02-17,208.000000,209.500000,205.792007,208.399994,208.399994,3951744
2020-02-18,205.699997,209.199997,205.699997,206.800003,206.800003,4219884
2020-02-19,207.399994,208.600006,205.399994,206.399994,206.399994,4716828
2020-02-20,207.500000,210.300003,206.399994,209.000000,209.000000,3856000
